0,1,2,3,4,5,6,7
0.001164337,0.00033866335,0.09950951,0.89898753,0.1441664,0.85337406,0.0014716383,0.0009878888
0.008143255,0.38371074,0.15025604,0.45789,0.17634557,0.671685,0.11287529,0.039094128
0.090566255,0.0008315167,0.016540918,0.89206135,0.021397753,0.9731188,0.0050339256,0.00044948046
0.007054812,0.00010415199,0.013978275,0.97886276,0.67813736,0.2943859,0.0024375883,0.025039125
0.031602524,0.0016887566,0.021145355,0.9455634,0.12321468,0.8732106,0.0011042454,0.0024704693
0.0006989886,0.0003120096,0.01164674,0.98734224,0.0060653714,0.98235554,0.011258423,0.00032062415
0.001079685,0.00016784684,0.001435857,0.99731654,0.03358786,0.95895714,0.0053856345,0.0020694062
0.026881931,0.011810336,0.0031062602,0.9582014,0.06474341,0.9333206,0.0015644439,0.00037161782
0.01486892,0.0003609072,0.011282568,0.9734876,0.08633116,0.80462515,0.09610532,0.012938386
0.00024681303,0.95863366,0.039659362,0.0014601945,0.0042048376,0.99043477,0.0052715847,8.8761335e-05
0.0013262593,0.0020876073,0.97577274,0.020813387,0.04427917,0.8879937,0.061066728,0.006660397
0.003062619,0.8245502,0.15247178,0.019915339,0.019855812,0.9700752,0.008666017,0.0014030064
0.0006312117,0.00063218584,0.0013271634,0.9974094,0.009245296,0.98967546,0.0009967743,8.244936e-05
0.00014217588,0.5090041,0.49023935,0.0006143181,0.0206717,0.9784927,0.0006804448,0.00015519527
0.0001584932,0.9332916,0.06417758,0.0023723373,0.05363259,0.0052407137,0.017285297,0.9238415
0.0020909363,0.00029324656,0.967867,0.029748805,0.034694258,0.0007114219,0.011225653,0.95336866
7.234863e-05,0.033714842,0.9428683,0.023344405,0.07179392,0.0028871936,0.01802177,0.90729713
0.002148162,0.00024188567,0.001956743,0.99565315,0.04140057,0.006694116,0.036290765,0.9156145
0.0972513,0.0021633108,0.15242313,0.7481622,0.021469621,0.00041158366,0.003323059,0.97479576
0.98066646,6.8399735e-05,0.015311731,0.0039534746,0.018288292,0.0016960903,0.06405386,0.9159618
0.8926334,0.00011293275,0.06450679,0.042746905,0.015268219,0.00039712703,0.008868368,0.97546625
0.9776063,0.00010984836,0.019689508,0.002594367,0.13444665,0.0020669205,0.0020461138,0.86144036
0.9174259,1.23175405e-05,0.022412153,0.060149617,0.037229873,0.0028173535,0.057731345,0.90222144
0.9721799,3.8002694e-05,0.0054872115,0.022294847,0.1243714,0.0048562186,0.012945057,0.85782737
